Entity,Code,Year,Low-carbon energy (TWh growth - equivalent)
European Union (27),,1999,47.766357
European Union (27),,2000,106.16284
European Union (27),,2001,140.22388
European Union (27),,2002,-111.37573
European Union (27),,2003,8.372803
European Union (27),,2004,168.69067
European Union (27),,2005,-35.947266
European Union (27),,2006,63.151855
European Union (27),,2007,-31.770508
European Union (27),,2008,164.68188
European Union (27),,2009,-79.93164
European Union (27),,2010,307.63818
European Union (27),,2011,-77.879395
European Union (27),,2012,161.62451
European Union (27),,2013,159.26465
European Union (27),,2014,82.791016
European Union (27),,2015,-31.899414
European Union (27),,2016,-31.344238
European Union (27),,2017,-22.305176
European Union (27),,2018,176.41504
European Union (27),,2019,86.5459
European Union (27),,2020,-2.5219727
European Union (27),,2021,170.64941
Finland,FIN,1966,3.037632
Finland,FIN,1967,3.6917553
Finland,FIN,1968,-3.37216
Finland,FIN,1969,-5.1553173
Finland,FIN,1970,2.302868
Finland,FIN,1971,3.4199505
Finland,FIN,1972,-0.8900833
Finland,FIN,1973,0.59139824
Finland,FIN,1974,6.2783737
Finland,FIN,1975,-1.4605713
Finland,FIN,1976,-8.064516
Finland,FIN,1977,15.480883
Finland,FIN,1978,-5.3464737
Finland,FIN,1979,12.968937
Finland,FIN,1980,-1.1409798
Finland,FIN,1981,31.699524
Finland,FIN,1982,4.274185
Finland,FIN,1983,4.115898
Finland,FIN,1984,2.2461166
Finland,FIN,1985,-2.1595001
Finland,FIN,1986,0.21804047
Finland,FIN,1987,5.7586517
Finland,FIN,1988,-1.5412064
Finland,FIN,1989,-2.287941
Finland,FIN,1990,10.397171
Finland,FIN,1991,7.2455215
Finland,FIN,1992,4.7894363
Finland,FIN,1993,0.27294922
Finland,FIN,1994,-4.791733
Finland,FIN,1995,3.2326584
Finland,FIN,1996,-3.886612
Finland,FIN,1997,10.778336
Finland,FIN,1998,16.291122
Finland,FIN,1999,-6.4418945
Finland,FIN,2000,5.046753
Finland,FIN,2001,-5.352951
Finland,FIN,2002,-6.7945786
Finland,FIN,2003,-1.4841537
Finland,FIN,2004,18.649246
Finland,FIN,2005,-6.0250244
Finland,FIN,2006,-3.7042694
Finland,FIN,2007,5.932068
Finland,FIN,2008,8.877167
Finland,FIN,2009,-15.990158
Finland,FIN,2010,5.053955
Finland,FIN,2011,1.0253143
Finland,FIN,2012,10.753494
Finland,FIN,2013,-6.286545
Finland,FIN,2014,3.7281952
Finland,FIN,2015,9.733871
Finland,FIN,2016,-4.2023163
Finland,FIN,2017,2.9312897
Finland,FIN,2018,2.109314
Finland,FIN,2019,2.439865
Finland,FIN,2020,6.683975
Finland,FIN,2021,7.930252
France,FRA,1966,18.411041
France,FRA,1967,-17.579971
France,FRA,1968,18.805618
France,FRA,1969,9.361496
France,FRA,1970,18.015366
France,FRA,1971,-12.802734
France,FRA,1972,15.250168
France,FRA,1973,-2.791397
France,FRA,1974,25.204742
France,FRA,1975,20.990799
France,FRA,1976,-41.406982
France,FRA,1977,88.351746
France,FRA,1978,12.093048
France,FRA,1979,21.449951
France,FRA,1980,69.56125
France,FRA,1981,133.02145
France,FRA,1982,5.5162354
France,FRA,1983,97.03668
France,FRA,1984,122.392334
France,FRA,1985,83.78192
France,FRA,1986,86.96405
France,FRA,1987,56.411377
France,FRA,1988,46.280212
France,FRA,1989,-8.691345
France,FRA,1990,49.79895
France,FRA,1991,60.624023
France,FRA,1992,53.913208
France,FRA,1993,72.17273
France,FRA,1994,19.134888
France,FRA,1995,33.36023
France,FRA,1996,37.315796
France,FRA,1997,-10.391724
France,FRA,1998,-26.727661
France,FRA,1999,49.379272
France,FRA,2000,42.223755
France,FRA,2001,32.37805
France,FRA,2002,-4.4050293
France,FRA,2003,-0.58081055
France,FRA,2004,13.807617
France,FRA,2005,-18.990479
France,FRA,2006,6.088379
France,FRA,2007,-18.784058
France,FRA,2008,23.08142
France,FRA,2009,-97.90076
France,FRA,2010,65.463135
France,FRA,2011,-9.63623
France,FRA,2012,4.618286
France,FRA,2013,30.0979
France,FRA,2014,13.835449
France,FRA,2015,-11.333862
France,FRA,2016,-76.56262
France,FRA,2017,-35.427124
France,FRA,2018,83.6698
France,FRA,2019,-39.362305
France,FRA,2020,-92.09155
France,FRA,2021,54.185303
Germany,DEU,1966,4.3284645
Germany,DEU,1967,0.11687851
Germany,DEU,1968,2.2645264
Germany,DEU,1969,-0.4217682
Germany,DEU,1970,18.651192
Germany,DEU,1971,-12.590286
Germany,DEU,1972,8.700233
Germany,DEU,1973,13.425476
Germany,DEU,1974,13.872971
Germany,DEU,1975,25.906883
Germany,DEU,1976,6.298012
Germany,DEU,1977,44.207382
Germany,DEU,1978,9.961563
Germany,DEU,1979,23.707245
Germany,DEU,1980,13.698456
Germany,DEU,1981,30.19928
Germany,DEU,1982,24.69426
Germany,DEU,1983,6.4608154
Germany,DEU,1984,74.13547
Germany,DEU,1985,94.20914
Germany,DEU,1986,-19.81955
Germany,DEU,1987,36.644165
Germany,DEU,1988,42.683655
Germany,DEU,1989,8.745483
Germany,DEU,1990,-29.577148
Germany,DEU,1991,-18.534058
Germany,DEU,1992,41.317505
Germany,DEU,1993,-12.791443
Germany,DEU,1994,-0.94577026
Germany,DEU,1995,14.532135
Germany,DEU,1996,15.303345
Germany,DEU,1997,28.75232
Germany,DEU,1998,-18.656311
Germany,DEU,1999,32.928772
Germany,DEU,2000,25.722107
Germany,DEU,2001,6.0151367
Germany,DEU,2002,1.2485352
Germany,DEU,2003,1.7478638
Germany,DEU,2004,37.668213
Germany,DEU,2005,11.293518
Germany,DEU,2006,47.39099
Germany,DEU,2007,-22.449524
Germany,DEU,2008,29.4599
Germany,DEU,2009,-35.029236
Germany,DEU,2010,38.873108
Germany,DEU,2011,-34.7041
Germany,DEU,2012,31.433655
Germany,DEU,2013,11.764221
Germany,DEU,2014,23.771667
Germany,DEU,2015,52.400208
Germany,DEU,2016,-18.876343
Germany,DEU,2017,46.59552
Germany,DEU,2018,15.963684
Germany,DEU,2019,42.447327
Germany,DEU,2020,3.8521118
Germany,DEU,2021,-30.900085
Greece,GRC,1966,2.7470427
Greece,GRC,1967,-0.20698881
Greece,GRC,1968,-0.863441
Greece,GRC,1969,2.0314512
Greece,GRC,1970,1.7180109
Greece,GRC,1971,0.04731226
Greece,GRC,1972,0.073924065
Greece,GRC,1973,-1.342473
Greece,GRC,1974,0.36666727
Greece,GRC,1975,-0.9817209
Greece,GRC,1976,-0.40215063
Greece,GRC,1977,0.12715101
Greece,GRC,1978,3.1521502
Greece,GRC,1979,1.7091398
Greece,GRC,1980,-0.47607517
Greece,GRC,1981,0.005914688
Greece,GRC,1982,0.45537472
Greece,GRC,1983,-3.6104832
Greece,GRC,1984,1.5435486
Greece,GRC,1985,-0.16854858
Greece,GRC,1986,1.2715054
Greece,GRC,1987,-1.3424854
Greece,GRC,1988,-1.2241936
Greece,GRC,1989,-1.3779569
Greece,GRC,1990,-0.3843937
Greece,GRC,1991,3.932797
Greece,GRC,1992,-2.6285195
Greece,GRC,1993,0.3489151
Greece,GRC,1994,0.90779495
Greece,GRC,1995,2.7411284
Greece,GRC,1996,2.4244938
Greece,GRC,1997,-1.375
Greece,GRC,1998,-0.38145065
Greece,GRC,1999,2.8537312
Greece,GRC,2000,-1.8069563
Greece,GRC,2001,-3.6200705
Greece,GRC,2002,1.8414221
Greece,GRC,2003,6.6430826
Greece,GRC,2004,-0.029258728
Greece,GRC,2005,1.2941952
Greece,GRC,2006,3.5062504
Greece,GRC,2007,-8.832206
Greece,GRC,2008,3.1736498
Greece,GRC,2009,6.7146072
Greece,GRC,2010,6.3383617
Greece,GRC,2011,-6.7303295
Greece,GRC,2012,5.371771
Greece,GRC,2013,11.282604
Greece,GRC,2014,-6.112877
Greece,GRC,2015,7.010994
Greece,GRC,2016,-0.09568024
Greece,GRC,2017,-3.117115
Greece,GRC,2018,6.002804
Greece,GRC,2019,-0.30041504
Greece,GRC,2020,3.6547775
Greece,GRC,2021,10.477112
High-income countries,,1966,146.81616
High-income countries,,1967,73.7146
High-income countries,,1968,94.79199
High-income countries,,1969,131.62207
High-income countries,,1970,115.806885
High-income countries,,1971,196.07715
High-income countries,,1972,223.92065
High-income countries,,1973,139.698
High-income countries,,1974,422.7317
High-income countries,,1975,261.5708
High-income countries,,1976,28.367188
High-income countries,,1977,285.71875
High-income countries,,1978,462.292
High-income countries,,1979,179.4707
High-income countries,,1980,108.862305
High-income countries,,1981,350.25488
High-income countries,,1982,269.33984
High-income countries,,1983,478.5005
High-income countries,,1984,520.65137
High-income countries,,1985,606.501
High-income countries,,1986,332.93604
High-income countries,,1987,316.66992
High-income countries,,1988,340.20654
High-income countries,,1989,132.16797
High-income countries,,1990,331.3379
High-income countries,,1991,332.58496
High-income countries,,1992,33.54004
High-income countries,,1993,395.24805
High-income countries,,1994,62.057617
High-income countries,,1995,468.81738
High-income countries,,1996,257.54297
High-income countries,,1997,53.868164
High-income countries,,1998,74.05664
High-income countries,,1999,270.37695
High-income countries,,2000,164.9414
High-income countries,,2001,-143.47656
High-income countries,,2002,121.6709
High-income countries,,2003,-308.81152
High-income countries,,2004,385.5879
High-income countries,,2005,85.490234
High-income countries,,2006,127.350586
High-income countries,,2007,-183.58496
High-income countries,,2008,158.71582
High-income countries,,2009,-8.258789
High-income countries,,2010,322.81348
High-income countries,,2011,-96.87109
High-income countries,,2012,-272.30078
High-income countries,,2013,336.82227
High-income countries,,2014,176.53125
High-income countries,,2015,140.4043
High-income countries,,2016,201.12793
High-income countries,,2017,250.52734
High-income countries,,2018,305.51758
High-income countries,,2019,243.03223
High-income countries,,2020,203.88281
High-income countries,,2021,328.72168
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.001975
Hong Kong,HKG,2007,0.00047222222
Hong Kong,HKG,2008,-0.00018055551
Hong Kong,HKG,2009,0.0007888889
Hong Kong,HKG,2010,0.12710416
Hong Kong,HKG,2011,0.017777234
Hong Kong,HKG,2012,-0.0059455633
Hong Kong,HKG,2013,-0.016627505
Hong Kong,HKG,2014,0.02247861
Hong Kong,HKG,2015,0.047074184
Hong Kong,HKG,2016,0.024587765
Hong Kong,HKG,2017,0.005823612
Hong Kong,HKG,2018,0.007881939
Hong Kong,HKG,2019,0.023970008
Hong Kong,HKG,2020,0.002811104
Hong Kong,HKG,2021,0.0044149756
Hungary,HUN,1966,0.07392472
Hungary,HUN,1967,-0.05322583
Hungary,HUN,1968,0.02069889
Hungary,HUN,1969,0.017741948
Hungary,HUN,1970,-0.020698905
Hungary,HUN,1971,0.023655862
Hungary,HUN,1972,0.04139805
Hungary,HUN,1973,-0.026613057
Hungary,HUN,1974,-0.05913973
Hungary,HUN,1975,0.24247304
Hungary,HUN,1976,0.0059141815
Hungary,HUN,1977,-0.04731196
Hungary,HUN,1978,-0.03252691
Hungary,HUN,1979,0.0236561
Hungary,HUN,1980,-0.10053781
Hungary,HUN,1981,0.16559139
Hungary,HUN,1982,-0.026612759
Hungary,HUN,1983,7.0053463
Hungary,HUN,1984,3.7457876
Hungary,HUN,1985,7.624135
Hungary,HUN,1986,2.6756573
Hungary,HUN,1987,10.151583
Hungary,HUN,1988,6.9774456
Hungary,HUN,1989,1.2330055
Hungary,HUN,1990,-0.34059525
Hungary,HUN,1991,0.055469513
Hungary,HUN,1992,0.63910294
Hungary,HUN,1993,-0.47538757
Hungary,HUN,1994,0.7222595
Hungary,HUN,1995,-0.024234772
Hungary,HUN,1996,0.5479317
Hungary,HUN,1997,-0.56536484
Hungary,HUN,1998,-0.21194077
Hungary,HUN,1999,0.50995255
Hungary,HUN,2000,0.22948456
Hungary,HUN,2001,-0.37451172
Hungary,HUN,2002,-0.81106186
Hungary,HUN,2003,-8.114151
Hungary,HUN,2004,4.1999054
Hungary,HUN,2005,8.041695
Hungary,HUN,2006,-2.4706917
Hungary,HUN,2007,4.2774544
Hungary,HUN,2008,1.6025009
Hungary,HUN,2009,3.036541
Hungary,HUN,2010,0.9407158
Hungary,HUN,2011,-1.5004845
Hungary,HUN,2012,-0.24031448
Hungary,HUN,2013,-0.907917
Hungary,HUN,2014,1.593502
Hungary,HUN,2015,0.4501648
Hungary,HUN,2016,0.3360443
Hungary,HUN,2017,0.49035645
Hungary,HUN,2018,-0.35572052
Hungary,HUN,2019,3.6356735
Hungary,HUN,2020,1.4005356
Hungary,HUN,2021,3.194954
Iceland,ISL,1966,-0.04967749
Iceland,ISL,1967,0.12005389
Iceland,ISL,1968,0.06623638
Iceland,ISL,1969,0.5175395
Iceland,ISL,1970,1.663543
Iceland,ISL,1971,0.37448597
Iceland,ISL,1972,0.5093174
Iceland,ISL,1973,1.4218197
Iceland,ISL,1974,0.17591715
Iceland,ISL,1975,-0.1197834
Iceland,ISL,1976,0.42739773
Iceland,ISL,1977,0.49509096
Iceland,ISL,1978,0.25835705
Iceland,ISL,1979,0.7106838
Iceland,ISL,1980,0.6895113
Iceland,ISL,1981,0.3151884
Iceland,ISL,1982,1.0556068
Iceland,ISL,1983,0.57079124
Iceland,ISL,1984,0.4478588
Iceland,ISL,1985,-0.22744942
Iceland,ISL,1986,0.6456442
Iceland,ISL,1987,0.27534294
Iceland,ISL,1988,0.77180004
Iceland,ISL,1989,0.17924976
Iceland,ISL,1990,-0.10386181
Iceland,ISL,1991,-0.04507351
Iceland,ISL,1992,0.33960247
Iceland,ISL,1993,0.53288746
Iceland,ISL,1994,0.15442753
Iceland,ISL,1995,0.58104706
Iceland,ISL,1996,0.4076624
Iceland,ISL,1997,1.3830404
Iceland,ISL,1998,2.018324
Iceland,ISL,1999,2.6310234
Iceland,ISL,2000,1.4432545
Iceland,ISL,2001,0.8676014
Iceland,ISL,2002,0.9537296
Iceland,ISL,2003,0.09603882
Iceland,ISL,2004,0.20283318
Iceland,ISL,2005,-0.0036125183
Iceland,ISL,2006,3.2812233
Iceland,ISL,2007,5.521742
Iceland,ISL,2008,12.359756
Iceland,ISL,2009,0.6836548
Iceland,ISL,2010,0.349041
Iceland,ISL,2011,0.104343414
Iceland,ISL,2012,0.58520126
Iceland,ISL,2013,1.2558327
Iceland,ISL,2014,-0.27394485
Iceland,ISL,2015,1.5542564
Iceland,ISL,2016,-0.9686165
Iceland,ISL,2017,1.5374298
Iceland,ISL,2018,1.1764755
Iceland,ISL,2019,-1.0903397
Iceland,ISL,2020,-1.1307678
Iceland,ISL,2021,1.1286201
India,IND,1966,2.5090752
India,IND,1967,7.0437202
India,IND,1968,10.2062
India,IND,1969,10.485504
India,IND,1970,6.791069
India,IND,1971,7.7633896
India,IND,1972,-3.0390625
India,IND,1973,9.142265
India,IND,1974,-4.293991
India,IND,1975,20.096786
India,IND,1976,6.8648453
India,IND,1977,8.890945
India,IND,1978,33.392212
India,IND,1979,-5.6946716
India,IND,1980,4.0520477
India,IND,1981,10.818283
India,IND,1982,-28.15097
India,IND,1983,-2.7626343
India,IND,1984,19.408646
India,IND,1985,-4.1985626
India,IND,1986,3.6893158
India,IND,1987,-9.810852
India,IND,1988,18.858475
India,IND,1989,20.056778
India,IND,1990,15.895309
India,IND,1991,19.885788
India,IND,1992,-8.594131
India,IND,1993,1.9268799
India,IND,1994,25.089218
India,IND,1995,-3.6236877
India,IND,1996,-16.304398
India,IND,1997,9.194992
India,IND,1998,44.636063
India,IND,1999,2.1010132
India,IND,2000,-6.5183105
India,IND,2001,-4.8842773
India,IND,2002,-1.816742
India,IND,2003,-0.10391235
India,IND,2004,107.46503
India,IND,2005,-17.04779
India,IND,2006,55.77722
India,IND,2007,39.962067
India,IND,2008,-16.49649
India,IND,2009,-11.650177
India,IND,2010,40.549316
India,IND,2011,109.956604
India,IND,2012,-22.854004
India,IND,2013,60.421265
India,IND,2014,41.249878
India,IND,2015,12.922546
India,IND,2016,8.896057
India,IND,2017,64.32898
India,IND,2018,82.73706
India,IND,2019,121.78357
India,IND,2020,28.8042
India,IND,2021,44.09204
Indonesia,IDN,1966,1.6204462
Indonesia,IDN,1967,0.8624964
Indonesia,IDN,1968,1.8556728
Indonesia,IDN,1969,0.4443159
Indonesia,IDN,1970,2.195444
Indonesia,IDN,1971,-8.298256
Indonesia,IDN,1972,-0.43124795
Indonesia,IDN,1973,0.9539726
Indonesia,IDN,1974,0.49658823
Indonesia,IDN,1975,0.24829435
Indonesia,IDN,1976,-2.2085118
Indonesia,IDN,1977,2.0778308
Indonesia,IDN,1978,-1.4897656
Indonesia,IDN,1979,0.41818
Indonesia,IDN,1980,-0.39204335
Indonesia,IDN,1981,-0.013068199
Indonesia,IDN,1982,0.33977103
Indonesia,IDN,1983,2.0516944
Indonesia,IDN,1984,0.5619292
Indonesia,IDN,1985,1.4897647
Indonesia,IDN,1986,4.9920225
Indonesia,IDN,1987,0.3789749
Indonesia,IDN,1988,1.3329477
Indonesia,IDN,1989,3.6852093
Indonesia,IDN,1990,3.8280582
Indonesia,IDN,1991,2.495224
Indonesia,IDN,1992,6.7100143
Indonesia,IDN,1993,-2.2130737
Indonesia,IDN,1994,-1.2326717
Indonesia,IDN,1995,2.64435
Indonesia,IDN,1996,1.9406853
Indonesia,IDN,1997,-7.655102
Indonesia,IDN,1998,14.883854
Indonesia,IDN,1999,1.9045296
Indonesia,IDN,2000,1.5681114
Indonesia,IDN,2001,7.8097115
Indonesia,IDN,2002,-4.098675
Indonesia,IDN,2003,-2.424736
Indonesia,IDN,2004,2.3864021
Indonesia,IDN,2005,2.7985687
Indonesia,IDN,2006,-3.3923836
Indonesia,IDN,2007,5.6879272
Indonesia,IDN,2008,3.8588448
Indonesia,IDN,2009,2.8886337
Indonesia,IDN,2010,17.551453
Indonesia,IDN,2011,-12.643082
Indonesia,IDN,2012,3.9085007
Indonesia,IDN,2013,13.770309
Indonesia,IDN,2014,3.8554077
Indonesia,IDN,2015,-11.615067
Indonesia,IDN,2016,33.853783
Indonesia,IDN,2017,0.833992
Indonesia,IDN,2018,59.827736
Indonesia,IDN,2019,22.903854
Indonesia,IDN,2020,30.611832
Indonesia,IDN,2021,17.912628
Iran,IRN,1966,0.3789754
Iran,IRN,1967,0.4181795
Iran,IRN,1968,0.4443159
Iran,IRN,1969,0.4835205
Iran,IRN,1970,0.5227251
Iran,IRN,1971,0.548861
Iran,IRN,1972,2.4698744
Iran,IRN,1973,-1.5812426
Iran,IRN,1974,0.8886318
Iran,IRN,1975,0.4835205
Iran,IRN,1976,1.2022676
Iran,IRN,1977,0.37897396
Iran,IRN,1978,6.638605
Iran,IRN,1979,-2.443739
Iran,IRN,1980,0.5880661
Iran,IRN,1981,1.5158997
Iran,IRN,1982,0.8886337
Iran,IRN,1983,-0.4051113
Iran,IRN,1984,-1.2022667
Iran,IRN,1985,0.14108849
Iran,IRN,1986,3.4034958
Iran,IRN,1987,2.2650528
Iran,IRN,1988,1.2715073
Iran,IRN,1989,-4.476883
Iran,IRN,1990,1.9190884
Iran,IRN,1991,-5.245701
Iran,IRN,1992,10.63629
Iran,IRN,1993,3.92984
Iran,IRN,1994,-10.754572
Iran,IRN,1995,4.2196236
Iran,IRN,1996,1.4518833
Iran,IRN,1997,-8.49543
Iran,IRN,1998,4.574463
Iran,IRN,1999,-6.8306446
Iran,IRN,2000,-4.0229845
Iran,IRN,2001,0.9202595
Iran,IRN,2002,11.265576
Iran,IRN,2003,4.4122906
Iran,IRN,2004,6.6337395
Iran,IRN,2005,7.05344
Iran,IRN,2006,11.448795
Iran,IRN,2007,-1.8424721
Iran,IRN,2008,-29.727953
Iran,IRN,2009,-2.0386143
Iran,IRN,2010,9.545441
Iran,IRN,2011,1.4551182
Iran,IRN,2012,8.535429
Iran,IRN,2013,12.696617
Iran,IRN,2014,-1.0814972
Iran,IRN,2015,-5.408882
Iran,IRN,2016,13.261898
Iran,IRN,2017,6.3625984
Iran,IRN,2018,-18.621452
Iran,IRN,2019,62.606934
Iran,IRN,2020,-27.207283
Iran,IRN,2021,-28.982895
Iraq,IRQ,1966,0.06534055
Iraq,IRQ,1967,0.03920415
Iraq,IRQ,1968,0.06534085
Iraq,IRQ,1969,0.03920415
Iraq,IRQ,1970,0.09147698
Iraq,IRQ,1971,0.081741095
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0.2661292
Iraq,IRQ,1974,0.3252688
Iraq,IRQ,1975,0.18037617
Iraq,IRQ,1976,-0.005913973
Iraq,IRQ,1977,0.3163979
Iraq,IRQ,1978,0.41989243
Iraq,IRQ,1979,0.9580643
Iraq,IRQ,1980,-1.0112901
Iraq,IRQ,1981,-0.23655927
Iraq,IRQ,1982,-0.029569745
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0.029569745
Iraq,IRQ,1985,0
Iraq,IRQ,1986,-0.029569745
Iraq,IRQ,1987,5.9139786
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,6.0626082
Iraq,IRQ,1991,-7.407494
Iraq,IRQ,1992,9.089436
Iraq,IRQ,1993,2.7874537
Iraq,IRQ,1994,0.2543888
Iraq,IRQ,1995,2.578333
Iraq,IRQ,1996,-1.8638859
Iraq,IRQ,1997,0.35093498
Iraq,IRQ,1998,-1.2138271
Iraq,IRQ,1999,-7.802047
Iraq,IRQ,2000,-1.0718279
Iraq,IRQ,2001,1.4205265
Iraq,IRQ,2002,2.437231
Iraq,IRQ,2003,0.48269844
Iraq,IRQ,2004,2.776577
Iraq,IRQ,2005,-2.5562487
Iraq,IRQ,2006,0.18770409
Iraq,IRQ,2007,-1.2889385
Iraq,IRQ,2008,-4.6726027
Iraq,IRQ,2009,-0.3352294
Iraq,IRQ,2010,2.1299558
Iraq,IRQ,2011,-0.6558466
Iraq,IRQ,2012,2.67797
Iraq,IRQ,2013,0.6308365
Iraq,IRQ,2014,-4.850806
Iraq,IRQ,2015,-0.8250737
Iraq,IRQ,2016,2.1673303
Iraq,IRQ,2017,-3.234634
Iraq,IRQ,2018,-0.13831472
Iraq,IRQ,2019,8.27021
Iraq,IRQ,2020,-4.9895544
Iraq,IRQ,2021,-0.22511673
Ireland,IRL,1966,-0.27511835
Ireland,IRL,1967,-0.13755894
Ireland,IRL,1968,-0.10316968
Ireland,IRL,1969,-0.55023634
Ireland,IRL,1970,0.653406
Ireland,IRL,1971,-0.99730384
Ireland,IRL,1972,0.6534058
Ireland,IRL,1973,-0.13755918
Ireland,IRL,1974,0.44706702
Ireland,IRL,1975,-0.7909647
Ireland,IRL,1976,0.20633888
Ireland,IRL,1977,0.44706666
Ireland,IRL,1978,-0.1375587
Ireland,IRL,1979,0.37828755
Ireland,IRL,1980,0.034389496
Ireland,IRL,1981,0.068779945
Ireland,IRL,1982,-0.17194891
Ireland,IRL,1983,-0.06877971
Ireland,IRL,1984,-0.27511835
Ireland,IRL,1985,0.44706702
Ireland,IRL,1986,0.24072886
Ireland,IRL,1987,-0.6877959
Ireland,IRL,1988,0.5502367
Ireland,IRL,1989,-0.5158467
Ireland,IRL,1990,-0.0023658276
Ireland,IRL,1991,0.14489245
Ireland,IRL,1992,0.2247243
Ireland,IRL,1993,-0.12417865
Ireland,IRL,1994,0.47016335
Ireland,IRL,1995,-0.6209693
Ireland,IRL,1996,0.10690284
Ireland,IRL,1997,0.14877343
Ireland,IRL,1998,1.0684795
Ireland,IRL,1999,-0.13459754
Ireland,IRL,2000,0.18135023
Ireland,IRL,2001,-0.48454332
Ireland,IRL,2002,1.0112851
Ireland,IRL,2003,-0.7275574
Ireland,IRL,2004,0.72552896
Ireland,IRL,2005,1.3566122
Ireland,IRL,2006,1.679214
Ireland,IRL,2007,0.87904406
Ireland,IRL,2008,2.1953144
Ireland,IRL,2009,1.4149408
Ireland,IRL,2010,-1.0924273
Ireland,IRL,2011,4.625866
Ireland,IRL,2012,-0.5072069
Ireland,IRL,2013,0.9482002
Ireland,IRL,2014,2.0107956
Ireland,IRL,2015,3.838934
Ireland,IRL,2016,-0.9265232
Ireland,IRL,2017,3.5396652
Ireland,IRL,2018,3.4466267
Ireland,IRL,2019,4.114151
Ireland,IRL,2020,4.3688164
Ireland,IRL,2021,-5.3127956
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.0059166667
Israel,ISR,1982,0
Israel,ISR,1983,-0.0029722224
Israel,ISR,1984,0.0029722224
Israel,ISR,1985,0
Israel,ISR,1986,0.0118333325
Israel,ISR,1987,0.01182
Israel,ISR,1988,0
Israel,ISR,1989,-0.020708889
Israel,ISR,1990,0
Israel,ISR,1991,0.008888888
Israel,ISR,1992,0.068002775
Israel,ISR,1993,-0.008871116
Israel,ISR,1994,-0.008870833
Israel,ISR,1995,0.005913891
Israel,ISR,1996,-0.0029569492
Israel,ISR,1997,0.0029569492
Israel,ISR,1998,0
Israel,ISR,1999,0.023655832
Israel,ISR,2000,-0.0059138834
Israel,ISR,2001,-0.032911114
Israel,ISR,2002,0.03464722
Israel,ISR,2003,0.031302504
Israel,ISR,2004,-0.012320831
Israel,ISR,2005,-0.00071139634
Israel,ISR,2006,-0.040537775
Israel,ISR,2007,-0.0032725036
Israel,ISR,2008,0.024709173
Israel,ISR,2009,0.20068944
Israel,ISR,2010,0.20399114
Israel,ISR,2011,0.36474657
Israel,ISR,2012,0.4993108
Israel,ISR,2013,0.21443903
Israel,ISR,2014,1.0625947
Israel,ISR,2015,0.9449754
Israel,ISR,2016,1.3612726
Israel,ISR,2017,0.0025048256
Israel,ISR,2018,0.49038553
Israel,ISR,2019,3.3800507
Israel,ISR,2020,2.7656412
Israel,ISR,2021,3.4064016
Italy,ITA,1966,6.347458
Italy,ITA,1967,-5.6941223
Italy,ITA,1968,-0.2144165
Italy,ITA,1969,-6.4159546
Italy,ITA,1970,3.244995
Italy,ITA,1971,-3.3290558
Italy,ITA,1972,6.195816
Italy,ITA,1973,-12.526367
Italy,ITA,1974,2.834549
Italy,ITA,1975,9.825134
Italy,ITA,1976,-6.005417
Italy,ITA,1977,33.923065
Italy,ITA,1978,-13.480499
Italy,ITA,1979,-3.7165833
Italy,ITA,1980,-2.9005737
Italy,ITA,1981,-6.683548
Italy,ITA,1982,7.1140594
Italy,ITA,1983,-3.344864
Italy,ITA,1984,6.166977
Italy,ITA,1985,-4.2555237
Italy,ITA,1986,5.826599
Italy,ITA,1987,-28.529053
Italy,ITA,1988,3.2349243
